bidId,issueDate,title,invitationNum,bidDueDate,stageId,bidResponseFormat,bidTemplateType,bidTypeId,byInvitation,companyId,stageStr,bidResponseFormatStr,page_scrape,estimatedBid,County,CategoriesList,url
110586,2023-11-17 11:34:18.173,PROPERTY MANAGEMENT SERVICES FOR JAMES R. MILLS BUILDING AND AUTO PARK,G2732.0-23,2024-01-02 16:00:00.000,3,1,4,4,False,14771,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/14771/bo/bo-detail/110586
112348,2023-12-08 14:36:39.420,"SOUTH BAY MAINTENANCE FACILITY (SBMF) BACKUP POWER, GENERATOR &  PHOTOVOLTAIC INSTALL",PWB379.0-24,2024-01-29 14:00:00.000,3,1,2,1,False,14771,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/14771/bo/bo-detail/112348
111027,2023-10-26 09:00:52.460,Request for PQ & SOQ for Preconstruction & Construction Services for LLB Groups H & J,LB24-0496-42-00-00,2023-12-13 14:00:00.000,3,1,4,16,False,43764,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/111027
111878,2023-11-21 09:17:00.230,Fencing at Audeo Charter School,CC24-0680-50-00-00,2023-12-14 13:00:00.000,3,1,2,1,False,43764,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/111878
107720,2023-11-07 09:03:03.490,"Notice of Advertisement:  Soltek Pacific Construction, Bidding SDUSD Roosevelt Int. MS SM (LLB)",CC23-0345-08-A1-G1,2023-12-14 14:00:00.000,3,2,2,1,False,43764,Bidding,Paper,1,$32M - 32.5M,San Diego,"['270869 - Building Construction Services, New  (Incl. Maintenance And Repair Services)']",https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/107720
111683,2023-11-28 09:04:28.593,Audubon UTK-8 School Re-roofing,CC24-0690-39-00-00,2023-12-21 13:00:00.000,3,1,2,1,False,43764,Bidding,Electronic,1,Range between $3.3 Million and $4 Million,San Diego,"['270777 - Roofing Materials And Supplies', '270898 - Lathing And Plastering Maintenance And Repair Services ', '270914 - Roofing, Gutters, And Downspouts Maintenance And Repair ', '270949 - Plastering ', '270952 - Roofing And Siding', '271011 - Roofing Consultant ', '271279 - Demolition Services, Construction services', '271359 - Roofing Contractors', '271853 - Roofing, Siding, and Insulation Material Merchant Wholesalers']",https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/111683
110811,2023-12-05 09:01:46.593,Kitchen Modifications Group 1,CP24-0576-52-00-00,2024-01-11 13:00:00.000,3,1,2,1,False,43764,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/110811
112100,2023-12-05 09:02:35.163,Furnish and Install Photovoltaic System at Central Elementary School,CC24-0678-24-00-00,2024-02-02 13:00:00.000,3,1,2,1,False,43764,Bidding,Electronic,1,Range between $1.8 million and $2 million,San Diego,"['270677 - Energy Collecting Equipment And Accessories: Solar And Wind ', '270736 - Metals: Bars, Plates, Rods, Sheets, Strips, Structural Shapes, Tubing, And Fabricated Items ', '270823 - Energy Conservation; New Energy Sources (Solar, Etc.) - Architectural Services ', '270947 - Metal Work ', '270953 - Structural And Reinforcement Steel', '271355 - Structural Steel and Precast Concrete Contractors', '271611 - Iron and Steel Pipe and Tube Manufacturing from Purchased Steel', '271646 - Fabricated Structural Metal Manufacturing']",https://pbsystem.planetbids.com/portal/43764/bo/bo-detail/112100
111575,2023-11-14 06:46:01.620,Quieter Home Program Phase 13 Group 3,413169FC,2023-12-15 14:00:00.000,3,1,2,1,False,16725,Bidding,Electronic,1,"$1,120,683.05",San Diego,"['127879 - Construction of Buildings', '127883 - Residential Remodelers', '127896 - Framing Contractors', '127902 - Electrical Contractors and Other Wiring Installation Contractors', '127903 - Plumbing, Heating, and Air-Conditioning Contractors', '127905 - Drywall and Insulation Contractors', '127906 - Painting and Wall Covering Contractors', '127909 - Finish Carpentry Contractors', '128284 - Metal Window and Door Manufacturing', '128560 - Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers']",https://pbsystem.planetbids.com/portal/16725/bo/bo-detail/111575
110253,2023-10-20 16:34:17.740,Common Use Airport Lounge,413076FC,2024-01-10 14:00:00.000,3,1,1,4,False,16725,Bidding,Electronic,1,,San Diego,"['127834 - Food Services and Drinking Concessions', '127838 - Food Service Contractors Concessions', '128201 - Other Airport Operations', '128227 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities', '128230 - Funds, Trusts, and Other Financial Vehicles', '128614 - All Other Miscellaneous Store Retailers (except Tobacco Stores)']",https://pbsystem.planetbids.com/portal/16725/bo/bo-detail/110253
110248,2023-12-01 16:42:22.517,Computerized Maintenance Management System (CMMS),413051FC,2024-02-21 14:00:00.000,3,1,1,4,False,16725,Bidding,Electronic,1,,San Diego,"['127859 - Application Service Providers', '128240 - Professional, Scientific, and Technical Services', '128255 - Computer Systems Design Services', '128256 - Computer Facilities Management Services']",https://pbsystem.planetbids.com/portal/16725/bo/bo-detail/110248
112286,2023-12-06 16:46:13.103,Hyundai-Rotem Emergency Window Gaskets,RFP PO930-24,2024-02-05 14:00:00.000,3,1,4,4,False,13821,Bidding,Electronic,1,,Los Angeles,"['27526 - Mass Transportation - Transit Bus ', '27527 - Mass Transportation - Transit Bus Accessories And Parts ', '27528 - Mass Transportation - Rail Vehicles And Systems ', '27529 - Mass Transportation - Rail Vehicle Parts And Accessories ', '27793 - Equipment Maintenance And Repair Services For Automobiles, Trucks, Trailers, Transit Buses And Other Vehicles', '27798 - Equipment Maintenance, Repair, Construction, And Related Services For Railroads', '30923 - Casement Window Hardware: Latches, Operators, And Handles ', '31166 - Gaskets, Meter ', '31407 - Gaskets, Hose And Coupling ', '31463 - Gaskets, Traffic Markers And Dividers ', '31487 - Trolley, Transit, Rubber Tired (Compressed Natural Gas) ', '31488 - Trolley, Transit, Rubber Tired (Diesel Powered) ', '31489 - Trolley, Transit, Rubber Tired (Electric) ', '31745 - Expansion Joint Material: Asphalt, Rubber, Etc. ', '31746 - Joint Sealants: Asphalt, Elastomeric Materials, Glass Filament, Impervious Membranes, Plastic, Rubber, Silicones, Water Stops, Etc.', '32031 - Glass Replacement And Repair Services, Windshield And Window (Auto), (Including Window Tinting Services) ', '32103 - Transportation Services (Not Otherwise Classified)', '123637 - All Other Rubber Product Manufacturing', '123700 - Railroad Rolling Stock Manufacturing', '123701 - All Other Transportation Equipment Manufacturing', '123742 - Support Activities for Rail Transportation', '270600 - Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers', '322265 - Synthetic Rubber Manufacturing', '322304 - Metal Window and Door Manufacturing', '322381 - Gasket, Packing, and Sealing Device Manufacturing  ', '322472 - Mixed Mode Transit Systems', '322473 - Bus and Other Motor Vehicle Transit Systems', '322474 - Other Urban Transit Systems', '322477 - All Other Transit and Ground Passenger Transportation', '322489 - All Other Support Activities for Transportation']",https://pbsystem.planetbids.com/portal/13821/bo/bo-detail/112286
111915,2023-11-22 20:24:20.187,Train Operation and Maintenance Services,MSOP158-24,2024-03-08 14:00:00.000,3,1,1,4,False,13821,Bidding,Electronic,1,,Los Angeles,"['27528 - Mass Transportation - Rail Vehicles And Systems ', '27529 - Mass Transportation - Rail Vehicle Parts And Accessories ', '27809 - Building And Facilities Management Services ', '31792 - Flooring, Temporary Portable (Athletic Facility) ', '31972 - Facilities Management Services, Computer ', '123738 - Commuter Rail Systems', '123742 - Support Activities for Rail Transportation', '123813 - Computer Facilities Management Services', '123835 - Facilities Support Services']",https://pbsystem.planetbids.com/portal/13821/bo/bo-detail/111915
